table,direction,product_code_id,product_code,location_role,location,currency,counterparty_agent_id,counterparty_carrier_id,lane_origin,lane_destination,rate_per_kg,rate_per_shipment,min_charge,max_charge,percent_rate,is_additive,weight_breaks,valid_from,valid_until,duplicate_routes,conflict
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,USD,,,AKL,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,USD,,,DXB,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,USD,,,HKG,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,USD,,,JFK,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,USD,,,LAX,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,USD,,,LHR,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,USD,,,NRT,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,USD,,,SFO,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,USD,,,SIN,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,PGK,,,BNE,POM,,150.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportSellRate,IMPORT,2022,IMP-DOC-DEST,destination,POM,PGK,,,SYD,POM,,150.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,AUD,,,ADL,POM,,80.00,,,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,AUD,,,BNE,POM,,80.00,,,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,AUD,,,CNS,POM,,80.00,,,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,AUD,,,DRW,POM,,80.00,,,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,AUD,,,MEL,POM,,80.00,,,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,AUD,,,PER,POM,,80.00,,,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,AUD,,,SYD,POM,,80.00,,,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,USD,,,AKL,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,USD,,,DXB,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,USD,,,HKG,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,USD,,,JFK,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,USD,,,LAX,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,USD,,,LHR,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,USD,,,NRT,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,USD,,,SFO,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,USD,,,SIN,POM,,60.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,PGK,,,BNE,POM,1.5000,,150.00,,,False,,2025-01-01,2026-12-31,2,False
ImportSellRate,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,PGK,,,SYD,POM,1.5000,,150.00,,,False,,2025-01-01,2026-12-31,2,False
ImportSellRate,IMPORT,2071,IMP-LOADING-DEST,destination,POM,PGK,,,BNE,POM,,150.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportSellRate,IMPORT,2071,IMP-LOADING-DEST,destination,POM,PGK,,,SYD,POM,,150.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,AUD,,,ADL,POM,0.7500,,50.00,500.00,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,AUD,,,BNE,POM,0.7500,,50.00,500.00,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,AUD,,,CNS,POM,0.7500,,50.00,500.00,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,AUD,,,DRW,POM,0.7500,,50.00,500.00,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,AUD,,,MEL,POM,0.7500,,50.00,500.00,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,AUD,,,PER,POM,0.7500,,50.00,500.00,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,AUD,,,SYD,POM,0.7500,,50.00,500.00,,False,,2025-01-01,2026-12-31,7,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,USD,,,AKL,POM,0.5500,,40.00,500.00,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,USD,,,DXB,POM,0.5500,,40.00,500.00,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,USD,,,HKG,POM,0.5500,,40.00,500.00,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,USD,,,JFK,POM,0.5500,,40.00,500.00,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,USD,,,LAX,POM,0.5500,,40.00,500.00,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,USD,,,LHR,POM,0.5500,,40.00,500.00,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,USD,,,NRT,POM,0.5500,,40.00,500.00,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,USD,,,SFO,POM,0.5500,,40.00,500.00,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,USD,,,SIN,POM,0.5500,,40.00,500.00,,False,,2025-01-01,2026-12-31,9,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,PGK,,,BNE,POM,1.5000,,95.00,500.00,,False,,2025-01-01,2026-12-31,2,False
ImportSellRate,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,PGK,,,SYD,POM,1.5000,,95.00,500.00,,False,,2025-01-01,2026-12-31,2,False
ExportCOGS,EXPORT,1010,EXP-DOC,origin,POM,PGK,,1,POM,BNE,,35.00,,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1010,EXP-DOC,origin,POM,PGK,,1,POM,CNS,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1010,EXP-DOC,origin,POM,PGK,,1,POM,HIR,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1010,EXP-DOC,origin,POM,PGK,,1,POM,HKG,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1010,EXP-DOC,origin,POM,PGK,,1,POM,MNL,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1010,EXP-DOC,origin,POM,PGK,,1,POM,NAN,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1010,EXP-DOC,origin,POM,PGK,,1,POM,SIN,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1010,EXP-DOC,origin,POM,PGK,,1,POM,SYD,,35.00,,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1010,EXP-DOC,origin,POM,PGK,,1,POM,VLI,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1011,EXP-AWB,origin,POM,PGK,,1,POM,BNE,,35.00,,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1011,EXP-AWB,origin,POM,PGK,,1,POM,CNS,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1011,EXP-AWB,origin,POM,PGK,,1,POM,HIR,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1011,EXP-AWB,origin,POM,PGK,,1,POM,HKG,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1011,EXP-AWB,origin,POM,PGK,,1,POM,MNL,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1011,EXP-AWB,origin,POM,PGK,,1,POM,NAN,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1011,EXP-AWB,origin,POM,PGK,,1,POM,SIN,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1011,EXP-AWB,origin,POM,PGK,,1,POM,SYD,,35.00,,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1011,EXP-AWB,origin,POM,PGK,,1,POM,VLI,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1030,EXP-TERM,origin,POM,PGK,,1,POM,BNE,,35.00,,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1030,EXP-TERM,origin,POM,PGK,,1,POM,CNS,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1030,EXP-TERM,origin,POM,PGK,,1,POM,HIR,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1030,EXP-TERM,origin,POM,PGK,,1,POM,HKG,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1030,EXP-TERM,origin,POM,PGK,,1,POM,MNL,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1030,EXP-TERM,origin,POM,PGK,,1,POM,NAN,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1030,EXP-TERM,origin,POM,PGK,,1,POM,SIN,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1030,EXP-TERM,origin,POM,PGK,,1,POM,SYD,,35.00,,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1030,EXP-TERM,origin,POM,PGK,,1,POM,VLI,,35.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1031,EXP-BUILDUP,origin,POM,PGK,,1,POM,BNE,0.1500,,30.00,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1031,EXP-BUILDUP,origin,POM,PGK,,1,POM,CNS,0.1500,,30.00,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1031,EXP-BUILDUP,origin,POM,PGK,,1,POM,HIR,0.1500,,30.00,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1031,EXP-BUILDUP,origin,POM,PGK,,1,POM,HKG,0.1500,,30.00,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1031,EXP-BUILDUP,origin,POM,PGK,,1,POM,MNL,0.1500,,30.00,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1031,EXP-BUILDUP,origin,POM,PGK,,1,POM,NAN,0.1500,,30.00,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1031,EXP-BUILDUP,origin,POM,PGK,,1,POM,SIN,0.1500,,30.00,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1031,EXP-BUILDUP,origin,POM,PGK,,1,POM,SYD,0.1500,,30.00,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1031,EXP-BUILDUP,origin,POM,PGK,,1,POM,VLI,0.1500,,30.00,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1040,EXP-SCREEN,origin,POM,PGK,,1,POM,BNE,0.1700,35.00,,,,True,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1040,EXP-SCREEN,origin,POM,PGK,,1,POM,CNS,0.1700,35.00,,,,True,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1040,EXP-SCREEN,origin,POM,PGK,,1,POM,HIR,0.1700,35.00,,,,True,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1040,EXP-SCREEN,origin,POM,PGK,,1,POM,HKG,0.1700,35.00,,,,True,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1040,EXP-SCREEN,origin,POM,PGK,,1,POM,MNL,0.1700,35.00,,,,True,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1040,EXP-SCREEN,origin,POM,PGK,,1,POM,NAN,0.1700,35.00,,,,True,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1040,EXP-SCREEN,origin,POM,PGK,,1,POM,SIN,0.1700,35.00,,,,True,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1040,EXP-SCREEN,origin,POM,PGK,,1,POM,SYD,0.1700,35.00,,,,True,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1040,EXP-SCREEN,origin,POM,PGK,,1,POM,VLI,0.1700,35.00,,,,True,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1070,EXP-DG,origin,POM,PGK,,1,POM,BNE,,100.00,,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1070,EXP-DG,origin,POM,PGK,,1,POM,CNS,,100.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1070,EXP-DG,origin,POM,PGK,,1,POM,HIR,,100.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1070,EXP-DG,origin,POM,PGK,,1,POM,HKG,,100.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1070,EXP-DG,origin,POM,PGK,,1,POM,MNL,,100.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1070,EXP-DG,origin,POM,PGK,,1,POM,NAN,,100.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1070,EXP-DG,origin,POM,PGK,,1,POM,SIN,,100.00,,,,False,,2025-01-01,2026-12-31,9,False
ExportCOGS,EXPORT,1070,EXP-DG,origin,POM,PGK,,1,POM,SYD,,100.00,,,,False,,2025-01-01,2025-12-31,9,False
ExportCOGS,EXPORT,1070,EXP-DG,origin,POM,PGK,,1,POM,VLI,,100.00,,,,False,,2025-01-01,2026-12-31,9,False
ImportCOGS,IMPORT,2010,IMP-DOC-ORIGIN,destination,POM,AUD,2,,BNE,POM,,80.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2010,IMP-DOC-ORIGIN,destination,POM,AUD,2,,SYD,POM,,80.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2011,IMP-AWB-ORIGIN,destination,POM,AUD,2,,BNE,POM,,25.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2011,IMP-AWB-ORIGIN,destination,POM,AUD,2,,SYD,POM,,25.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2020,IMP-CLEAR,destination,POM,PGK,1,,BNE,POM,,0.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2020,IMP-CLEAR,destination,POM,PGK,1,,SYD,POM,,0.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2022,IMP-DOC-DEST,destination,POM,PGK,1,,BNE,POM,,50.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2022,IMP-DOC-DEST,destination,POM,PGK,1,,SYD,POM,,50.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2030,IMP-CTO-ORIGIN,destination,POM,AUD,2,,BNE,POM,0.3000,,30.00,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2030,IMP-CTO-ORIGIN,destination,POM,AUD,2,,SYD,POM,0.3000,,30.00,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2040,IMP-SCREEN-ORIGIN,destination,POM,AUD,2,,BNE,POM,0.3600,,70.00,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2040,IMP-SCREEN-ORIGIN,destination,POM,AUD,2,,SYD,POM,0.3600,,70.00,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2050,IMP-PICKUP,destination,POM,AUD,2,,BNE,POM,0.2600,,85.00,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2050,IMP-PICKUP,destination,POM,AUD,2,,SYD,POM,0.2600,,85.00,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,PGK,1,,BNE,POM,0.0500,,50.00,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2070,IMP-HANDLING-DEST,destination,POM,PGK,1,,SYD,POM,0.0500,,50.00,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2071,IMP-LOADING-DEST,destination,POM,PGK,1,,BNE,POM,,50.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2071,IMP-LOADING-DEST,destination,POM,PGK,1,,SYD,POM,,50.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,PGK,1,,BNE,POM,0.0000,0.00,,,,False,,2025-01-01,2026-12-31,2,False
ImportCOGS,IMPORT,2072,IMP-CARTAGE-DEST,destination,POM,PGK,1,,SYD,POM,0.0000,0.00,,,,False,,2025-01-01,2026-12-31,2,False
