iata_code,name,city_name,country_code
AAK,Aranuka Airport,Buariki,KI
AAP,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda,ID
AAT,Altay Xuedu Airport,Altay,CN
AAU,Asau Airport,Asau,WS
AAV,Allah Valley Airport,Surallah,PH
ABF,Abaiang Airport,Abaiang,KI
ABM,Northern Peninsula Airport,Bamaga,AU
ABP,Atkamba Airport,Atkamba Mission,PG
ABU,AA Bere Tallo (Haliwen) Airport,Atambua,ID
ABX,Albury Airport,East Albury,AU
ABZ,Aberdeen International Airport,Aberdeen,GB
ACF,Aral Tarim Airport,Aral,CN
ACX,Xingyi Wanfenglin Airport,Xingyi,CN
ADC,Andakombe Airport,Andekombe,PG
ADL,Adelaide International Airport,Adelaide,AU
ADX,Leuchars Station Airfield,"Leuchars, Fife",GB
AEA,Abemama Airport,Abemama,KI
AEB,Baise (Bose) Bama Airport,Baise (Tianyang),CN
AEG,Aek Godang Airport,Padang Sidempuan,ID
AEK,Aseki Airport,Aseki,PG
AFR,Afore Airstrip,Afore,PG
AFT,Afutara Aerodrome,Bila,SB
AGB,Augsburg Airport,Augsburg,DE
AGE,Wangerooge Airport,Wangerooge,DE
AGG,Angoram Airport,Angoram,PG
AGJ,Aguni Airport,Aguni,JP
AGK,Kagua Airport,Kagua,PG
AGL,Wanigela Airport,Wanigela,PG
AGR,Agra Airport / Agra Air Force Station,Agra,IN
AGX,Agatti Airport,Agatti,IN
AHA,Maa Mahamaya Airport,Ambikapur,IN
AHJ,Hongyuan Airport,Ngawa (Hongyuan),CN
AIC,Ailinglaplap Airok Airport,Bigatyelang Island,MH
AIE,Aiome Airport,Aiome,PG
AIH,Aiambak Airport,Aiambak,PG
AIM,Ailuk Airport,Ailuk Island,MH
AIP,Adampur Airport,Adampur,IN
AIS,Arorae Island Airport,Arorae Island,KI
AJL,Lengpui Airport,Aizawl (Lengpui),IN
AKA,Ankang Fuqiang Airport,Ankang (Hanbin),CN
AKD,Akola Airport,Akola,IN
AKG,Anguganak Airport,Anguganak,PG
AKJ,Asahikawa Airport,Higashikagura,JP
AKL,Auckland International Airport,Auckland,NZ
AKS,Gwaunaru'u Airport,Auki,SB
AKU,Aksu Hongqipo Airport,Aksu (Onsu),CN
AKY,Sittwe Airport,Sittwe,MM
ALH,Albany Airport,Albany,AU
ALR,Alexandra Aerodrome,Alexandra,NZ
AMD,Sardar Vallabh Patel International Airport,Ahmedabad,IN
AMQ,Pattimura International Airport,Ambon,ID
AMS,Amsterdam Airport Schiphol,Amsterdam,NL
AMU,Amanab Airport,Amanab,PG
AMZ,Ardmore Airport,Manurewa,NZ
AOC,Leipzig–Altenburg Airport,Nobitz,DE
AOG,Anshan Teng'ao Airport / Anshan Air Base,Anshan,CN
AOJ,Aomori Airport,Aomori,JP
AOR,Sultan Abdul Halim Airport,Alor Satar,MY
APJ,Ali Pulan Airport,Burang Town,CN
APR,April River Airport,April River,PG
APW,Faleolo International Airport,Apia,WS
AQG,Anqing Tianzhushan Airport / Anqing North Air Base,Anqing,CN
ARD,Alor Island - Mali Airport,Kabola,ID
ARM,Armidale Airport,Armidale,AU
ARY,Ararat Airport,Ararat,AU
ASJ,Amami Airport,Amami,JP
ASP,Alice Springs Airport,Alice Springs,AU
ATD,Uru Harbour Airport,Atoifi,SB
ATN,Namatanai Airport,Namatanai,PG
ATP,Aitape Airport,Aitape,PG
ATQ,Sri Guru Ram Das Ji International Airport,Amritsar,IN
AUI,Aua Island Airport,Aua Island,PG
AUJ,Ambunti Airport,Ambunti,PG
AUL,Aur Island Airport,Aur Atoll,MH
AUP,Agaun Airport,Agaun,PG
AUU,Aurukun Airport,Aurukun,AU
AUV,Aumo Airport,Aumo,PG
AUY,Aneityum Airport,Anatom Island,VU
AVA,Anshun Huangguoshu Airport,Anshun (Xixiu),CN
AVU,Avu Avu Airport,Avu Avu,SB
AVV,Melbourne Avalon International Airport,Geelong/Melbourne,AU
AWB,Awaba Airport,Awaba,PG
AWD,Aniwa Airport,Aniwa,VU
AWR,Awar Airport (unusable),Awar,PG
AXF,Alxa Left Banner Bayanhot Airport,Bayanhot,CN
AXJ,Amakusa Airport,Amakusa,JP
AXT,Akita Airport,Akita,JP
AYJ,Maharshi Valmiki International Airport,Faizabad,IN
AYQ,Ayers Rock Connellan Airport,Yulara,AU
AYU,Aiyura Airport,Aiyura Valley,PG
BAA,Bialla Airport,"Bialla, Matalilu, Ewase",PG
BAG,Loakan Airport,Baguio,PH
BAJ,Bali Airport,Unea Island,PG
BAR,Qionghai Bo'ao Airport,Qionghai (Basuo),CN
BAS,Ballalae Airport,Ballalae,SB
BAV,Baotou Donghe International Airport,Baotou,CN
BBG,Butaritari Airport,Butaritari,KI
BBI,Biju Patnaik International Airport,Bhubaneswar,IN
BBM,Battambang Airport,Battambang,KH
BBN,Bario Airport,Bario,MY
BBS,Blackbushe Airport,"Camberley, Surrey",GB
BCD,Bacolod-Silay International Airport,Bacolod City,PH
BCH,Baucau Airport,Baucau,TL
BCI,Barcaldine Airport,Barcaldine,AU
BCP,Bambu Airport,Bambu,PG
BDB,Bundaberg Airport,Bundaberg,AU
BDD,Badu Island Airport,Badu Island,AU
BDJ,Syamsudin Noor International Airport,Banjarbaru,ID
BDO,Husein Sastranegara International Airport,Bandung,ID
BDQ,Vadodara International Airport,Vadodara,IN
BEB,Benbecula Airport,Balivanich,GB
BEJ,Kalimarau Airport,Tanjung Redeb - Borneo Island,ID
BEK,Bareilly Air Force Station,Bareilly,IN
BEP,Bellary Airport,Bellary,IN
BEQ,RAF Honington,"Bury Saint Edmunds, Suffolk",GB
BER,Berlin Brandenburg Airport,Berlin,DE
BEU,Bedourie Airport,Bedourie,AU
BEX,RAF Benson,"Wallingford, Oxfordshire",GB
BEZ,Beru Airport,Beru,KI
BFE,Bielefeld Airport,Bielefeld,DE
BFJ,Bijie Feixiong Airport,Bijie,CN
BFS,Belfast International Airport,Belfast,GB
BFU,Bengbu Renheji Airport,Bengbu,CN
BFV,Buri Ram Airport,Buriram,TH
BFY,Bengbu Tenghu Airport,Bengbu,CN
BHD,George Best Belfast City Airport,Belfast,GB
BHE,Woodbourne Airport,Blenheim,NZ
BHJ,Bhuj Airport,Bhuj,IN
BHO,Raja Bhoj International Airport,Bhopal,IN
BHQ,Broken Hill Airport,Broken Hill,AU
BHS,Bathurst Airport,Bathurst,AU
BHU,Bhavnagar Airport,Bhavnagar,IN
BHX,Birmingham Airport,"Birmingham, West Midlands",GB
BHY,Beihai Fucheng Airport,Beihai,CN
BII,Bikini Atoll Airport,Bikini Atoll,MH
BIK,Frans Kaisiepo Airport,Biak,ID
BKB,Nal Airport,Bikaner,IN
BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY
BKK,Suvarnabhumi Airport,Bangkok,TH
BKM,Bakalalan Airport,Bakalalan,MY
BKQ,Blackall Airport,Blackall,AU
BKS,Fatmawati Soekarno Airport,Bengkulu,ID
BLK,Blackpool Airport,Blackpool,GB
BLN,Benalla Airport,Benalla,AU
BLR,Kempegowda International Airport Bengaluru,Bengaluru,IN
BME,Broome International Airport,Broome,AU
BMH,Bomai Airport,Bomai,PG
BMK,Borkum Airport,Borkum,DE
BMO,Banmaw Airport,Banmaw,MM
BMR,Baltrum Airport,Baltrum,DE
BMU,Sultan Muhammad Salahuddin Airport,Bima,ID
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,VN
BMZ,Bamu Airport,Bamu,PG
BNE,Brisbane International Airport,Brisbane,AU
BNK,Ballina Byron Gateway Airport,Ballina,AU
BNM,Bodinumu Airport,Bodinumu,PG
BNT,Bundi Airport,Bundi,PG
BNV,Boana Airport,Boana,PG
BNY,Bellona/Anua Airport,Anua,SB
BOH,Bournemouth Airport,Bournemouth,GB
BOM,Chhatrapati Shivaji Maharaj International Airport,Mumbai,IN
BOR,Bokeo International Airport,Ton Phueng,LA
BOT,Bosset Airport,Bosset,PG
BOV,Boang Airport,Boang Island,PG
BPD,Bapi Airstrip,Bapi,PG
BPE,Qinhuangdao Beidaihe Airport,Qinhuangdao (Changli),CN
BPF,Batuna Aerodrome,Batuna Mission Station,SB
BPH,Bislig Airport,Bislig,PH
BPK,Biangabip Airport,Biangabip,PG
BPL,Bole Alashankou Airport,Bole,CN
BPM,Begumpet Airport,Hyderabad,IN
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,ID
BPX,Qamdo Bangda Airport,Bangda,CN
BQA,Dr. Juan C. Angara Airport,Baler,PH
BQB,Busselton Margaret River Regional Airport,Busselton,AU
BQH,London Biggin Hill Airport,London,GB
BRE,Bremen Airport,Bremen,DE
BRH,Brahman Airstrip,Brahman Mission,PG
BRP,Biaru Airport,Biaru,PG
BRR,Barra Airport,Eoligarry,GB
BRS,Bristol Airport,Bristol,GB
BRT,Bathurst Island Airport,Wurrumiyanga,AU
BSD,Baoshan Yunrui Airport,Baoshan (Longyang),CN
BSJ,Bairnsdale Airport,Bairnsdale,AU
BSO,Basco Airport,Basco,PH
BSP,Bensbach Airport,Bensbach,PG
BSX,Pathein Airport,Pathein,MM
BTH,Hang Nadim International Airport,Batam,ID
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,ID
BTU,Bintulu Airport,Bintulu,MY
BTW,Bersujud Airport,Batu Licin,ID
BTZ,Betong International Airport,Betong,TH
BUA,Buka Airport,Buka Island,PG
BUI,Bokondini Airport,Bokondini,ID
BUL,Bulolo Airport,Bulolo,PG
BUU,Muara Bungo Airport,Muara Bungo,ID
BWE,Braunschweig-Wolfsburg Airport,Braunschweig,DE
BWF,Barrow Walney Island Airport,Barrow-in-Furness,GB
BWH,RMAF Butterworth Air Base,Butterworth,MY
BWN,Brunei International Airport,Bandar Seri Begawan,BN
BWP,Bewani Airport,Bewani,PG
BWT,Wynyard Airport,Burnie,AU
BWU,Sydney Bankstown Airport,Sydney,AU
BWX,Banyuwangi Airport,"Rogojampi, Banyuwangi",ID
BXB,Babo Airport,Babo,ID
BXL,Blue Lagoon Seaplane Base,Nanuya Lailai Island,FJ
BXT,LNG Badak Airport,Bontang-Borneo Island,ID
BXU,Bancasi Airport,Butuan,PH
BXZ,Bunsil Airport,Bunsil - Umboi Island,PG
BYU,Bayreuth Airport,Bindlach,DE
BZX,Bazhong Enyang Airport,Bazhong,CN
BZZ,RAF Brize Norton,"Carterton, Oxfordshire",GB
CAH,Cà Mau Airport,Ca Mau City,VN
CAL,Campbeltown Airport,Campbeltown,GB
CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),CN
CAX,Carlisle Lake District Airport,"Carlisle, Cumbria",GB
CBD,Car Nicobar Air Force Base,IAF Camp,IN
CBG,Cambridge City Airport,"Cambridge, Cambridgeshire",GB
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH
CBR,Canberra Airport,Canberra,AU
CCJ,Calicut International Airport,Calicut,IN
CCL,Chinchilla Airport,Chinchilla,AU
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,IN
CCV,Craig Cove Airport,Craig Cove,VU
CDE,Chengde Puning Airport,Chengde,CN
CDP,Kadapa Airport,Kadapa,IN
CDU,Camden Airport,Cobbitty,AU
CEB,Mactan Cebu International Airport,Cebu City/Lapu-Lapu City,PH
CEG,Hawarden Airport,Broughton,GB
CEI,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai,TH
CFS,Coffs Harbour Airport,Coffs Harbour,AU
CGC,Cape Gloucester Airport,Cape Gloucester,PG
CGD,Changde Taohuayuan Airport,Changde (Dingcheng),CN
CGK,Soekarno-Hatta International Airport,Jakarta,ID
CGM,Camiguin Airport,Mambajao,PH
CGN,Cologne Bonn Airport,Köln (Cologne),DE
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,CN
CGQ,Changchun Longjia International Airport,Changchun,CN
CGY,Laguindingan International Airport,Laguindingan,PH
CHC,Christchurch International Airport,Christchurch,NZ
CHG,Chaoyang Airport,"Shuangta, Chaoyang",CN
CHT,Inia William Tuuta Memorial Airport,Te One,NZ
CHY,Choiseul Bay Airport,Choiseul Bay,SB
CIF,Chifeng Yulong Airport,Chifeng,CN
CIH,Changzhi Wangcun Airport,Changzhi,CN
CIS,Canton Island Airport,Abariringa,KI
CJB,Coimbatore International Airport,Coimbatore,IN
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Cheongju,KR
CJM,Chumphon Airport,Chumphon,TH
CJN,Nusawiru Airport,Cijulang,ID
CJU,Jeju International Airport,Jeju City,KR
CKG,Chongqing Jiangbei International Airport,Chongqing,CN
CKW,Christmas Creek Airport,Christmas Creek Mine,AU
CMU,Chimbu Airport,Kundiawa,PG
CNI,Changhai Dachangshandao Airport,Dalian (Changhai),CN
CNJ,Cloncurry Airport,Cloncurry,AU
CNN,Kannur International Airport,Kannur,IN
CNS,Cairns International Airport,Cairns,AU
CNX,Chiang Mai International Airport,Chiang Mai,TH
COK,Cochin International Airport,Kochi,IN
COL,Coll Airport,Coll Island,GB
CPD,Coober Pedy Airport,Coober Pedy,AU
CPN,Cape Rodney Airport,Cape Rodney,PG
CQW,Chongqing Xiannüshan Airport,Wulong,CN
CRK,Clark International Airport / Clark Air Base,Mabalacat,PH
CRM,Catarman National Airport,Catarman,PH
CSA,Colonsay Airstrip,Colonsay,GB
CST,Castaway Island Seaplane Base,Castaway Island,FJ
CSX,Changsha Huanghua International Airport,Changsha (Changsha),CN
CTL,Charleville Airport,Charleville,AU
CTS,New Chitose Airport,Sapporo,JP
CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),CN
CUQ,Coen Airport,Coen,AU
CVB,Chungribu Airport,Chungribu,PG
CVQ,Carnarvon Airport,Carnarvon,AU
CVT,Coventry Airport,"Coventry, West Midlands",GB
CWJ,Cangyuan Washan Airport,Lincang (Cangyuan),CN
CWL,Cardiff International Airport,Cardiff,GB
CXI,Cassidy International Airport,Kiritimati,KI
CXP,Tunggul Wulung Airport,Cilacap,ID
CXR,Cam Ranh International Airport / Cam Ranh Air Base,Nha Trang/nha Trang aiurportCam Ranh,VN
CYP,Calbayog Airport,Calbayog City,PH
CYU,Cuyo Airport,Cuyo,PH
CYZ,Cauayan Airport,Cauayan City,PH
CZX,Changzhou Benniu International Airport,Changzhou,CN
DAD,Da Nang International Airport,Da Nang,VN
DAT,Datong Yungang International Airport,Datong,CN
DAU,Daru Airport,Daru,PG
DAX,Dachuan Airport,Dazhou (Daxian),CN
DBC,Baicheng Chang'an Airport,Baicheng,CN
DBO,Dubbo City Regional Airport,Dubbo,AU
DBP,Debepare Airport,Debepare,PG
DBR,Darbhanga Airport,Darbhanga,IN
DCN,RAAF Base Curtin,Derby,AU
DCY,Daocheng Yading Airport,Garzê (Daocheng),CN
DDG,Dandong Langtou International Airport,Dandong (Zhenxing),CN
DDR,Rikaze Dingri Airport,Xigazê (Dingri),CN
DED,Dehradun Jolly Grant Airport,Dehradun (Jauligrant),IN
DEJ,Tongren Dejiang Airport (Under Construction),Tongren,CN
DEL,Indira Gandhi International Airport,New Delhi,IN
DER,Derim Airport,Derim,PG
DEX,Nop Goliat Dekai Airport,Dekai,ID
DGE,Mudgee Airport,Mudgee,AU
DGH,Deoghar Airport,Deoghar,IN
DGT,Sibulan Airport,Dumaguete City,PH
DHM,Kangra Airport,Kangra,IN
DHR,De Kooy Airfield / Den Helder Naval Air Station,Den Helder,NL
DHX,Dhoho International Airport,Kediri,ID
DIB,Dibrugarh Airport,Dibrugarh,IN
DIG,Diqing Shangri-La Airport,Diqing (Shangri-La),CN
DIL,Presidente Nicolau Lobato International Airport,Dili,TL
DIN,Dien Bien Phu Airport,Dien Bien Phu,VN
DIU,Diu Airport,Diu,IN
DJB,Sultan Thaha Airport,Jambi,ID
DJJ,Dortheys Hiyo Eluay International Airport,Sentani,ID
DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),CN
DLI,Lien Khuong Airport,Da Lat,VN
DLU,Dali Fengyi Airport,Dali (Xiaguan),CN
DLY,Dillon's Bay Airport,Dillon's Bay,VU
DMK,Don Mueang International Airport,Bangkok,TH
DMU,Dimapur Airport,Dimapur,IN
DNA,Kadena Air Base,Okinawa,JP
DND,Dundee Airport,Dundee,GB
DNH,Dunhuang Mogao International Airport,Dunhuang,CN
DNQ,Deniliquin Airport,Deniliquin,AU
DNU,Dinangat Airport,Dinangat,PG
DOI,Doini Airport,Castori Islets,PG
DOO,Dorobisoro Airport,Dorobisoro,PG
DOY,Dongying Shengli Airport,Dongying (Kenli),CN
DPL,Dipolog Airport,Dipolog,PH
DPO,Devonport Airport,Devonport,AU
DPS,Denpasar I Gusti Ngurah Rai International Airport,"Kuta, Badung",ID
DQA,Daqing Sartu Airport,Daqing,CN
DRB,Derby Airport,Derby,AU
DRP,Bicol International Airport,Legazpi,PH
DRS,Dresden Airport,Dresden,DE
DRW,Darwin International Airport / RAAF Darwin,Darwin,AU
DSN,Ordos Ejin Horo International Airport,Ordos,CN
DSY,Dara Sakor International Airport,Ta Noun,KH
DTB,Silangit Airport,Siborong-Borong,ID
DTD,Datadawai Airport,Datadawai-Borneo Island,ID
DTE,Daet Airport,Daet,PH
DTM,Dortmund Airport,Dortmund,DE
DTU,Wudalianchi Dedu Airport,Heihe,CN
DUD,Dunedin International Airport,Dunedin,NZ
DUM,Pinang Kampai Airport,Dumai,ID
DUS,Düsseldorf Airport,Düsseldorf,DE
DVO,Francisco Bangoy International Airport,Davao,PH
DXJ,Xiangxi Biancheng Airport,Xiangxi,CN
DXN,Noida International Airport,Gautam Buddha Nagar,IN
DYG,Zhangjiajie Hehua International Airport,Zhangjiajie (Yongding),CN
DZH,Dazhou Jinya Airport,Dazhou (Dachuan),CN
EAE,Siwo Airport,Emae Island,VU
EAL,Elenak Airport,Mejato Island,MH
EBN,Ebadon Airport,Ebadon Island,MH
EBO,Ebon Airport,Ebon Atoll,MH
EDI,Edinburgh Airport,Edinburgh,GB
EDR,Pormpuraaw Airport,Pormpuraaw,AU
EFG,Efogi Airport,Efogi,PG
EGA,Engati Airstrip,Engati,PG
EGM,Sege Airport,Sege,SB
EHU,Ezhou Huahu International Airport,Ezhou,CN
EIB,Eisenach-Kindel Airport,Hörselberg-Hainich,DE
EIN,Eindhoven Airport,Eindhoven,NL
EJT,Enejit Airport,Enejit Island,MH
ELC,Elcho Island Airport,Elcho Island,AU
EMA,East Midlands Airport,"Nottingham, Leicestershire",GB
EMD,Emerald Airport,Emerald,AU
EME,Emden Airport,Emden,DE
EMI,Emirau Airport,Emirau Island,PG
EMO,Emo River Airstrip,Emo Mission,PG
EMS,Embessa Airport,Embessa,PG
ENE,H. Hasan Aroeboesman (Ende) Airport,Ende,ID
ENH,Enshi Xujiaping Airport,Enshi (Enshi),CN
ENI,El Nido Airport,El Nido,PH
ENK,Enniskillen/St Angelo Airport,"Enniskillen, Fermanagh and Omagh",GB
ENS,Twente Airport,Enschede,NL
ENT,Eniwetok Airport,Eniwetok Atoll,MH
ENY,Yan'an Nanniwan Airport,Yan'an (Baota),CN
EOI,Eday Airport,Eday,GB
EPR,Esperance Airport,Esperance,AU
EPT,Eliptamin Airport,Eliptamin,PG
ERE,Erave Airport,Erave,PG
ERF,Erfurt-Weimar Airport,Erfurt,DE
ERL,Erenhot Saiwusu International Airport,Erenhot,CN
ERU,Erume Airport,Erume,PG
ESA,Esa'ala Airport,Esa'ala,PG
ESH,Brighton City Airport,"Brighton, East Sussex",GB
EUA,Kaufana Airport,Eua Island,TO
EUQ,Evelio Javier Airport,San Jose,PH
EXT,Exeter International Airport,"Exeter, Devon",GB
FAB,Farnborough Airport,"Farnborough, Hampshire",GB
FAQ,Frieda River Airport,Frieda River,PG
FCN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Wurster Nordseeküste,DE
FDH,Bodensee Airport Friedrichshafen,Friedrichshafen,DE
FFD,RAF Fairford,"Fairford, Gloucestershire",GB
FGI,Fagali'i Airport,Apia,WS
FIE,Fair Isle Airport,Fair Isle,GB
FIN,Finschhafen Airport,Buki,PG
FKB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE
FKJ,Fukui Airport,Fukui,JP
FKQ,Fakfak Airport,Fakfak,ID
FKS,Fukushima Airport,Sukagawa,JP
FLS,Flinders Island Airport,Whitemark,AU
FLZ,Dr. Ferdinand Lumban Tobing Airport,Sibolga (Pinangsori),ID
FMM,Memmingen Allgau Airport,Memmingen,DE
FMO,Münster Osnabrück Airport,Greven,DE
